GlyTouCanAccession	MotifAccession	Label	Alignment
G30182VC	GGM.000018	Lewis x	Substructure
G30182VC	GGM.000020	Lewis a	Substructure
G30185HJ	GGM.000001	Type 2 LN	Substructure
G30185HJ	GGM.000002	Type 2 LN2	Substructure
G30185HJ	GGM.000005	Type 1 LN	Substructure
G30185HJ	GGM.000006	Type 1 LN2	Substructure
G30185HJ	GGM.000018	Lewis x	Substructure
G30185HJ	GGM.000020	Lewis a	Substructure
G30192OA	GGM.000001	Type 2 LN	Substructure
G30195UO	GGM.000001	Type 2 LN	Substructure
G30195UO	GGM.000005	Type 1 LN	Substructure
G30198CD	GGM.000016	LacdiNAc	Substructure
G30198CD	GGM.000049	4'-sulfated LDN	Substructure
G30202PY	GGM.000001	Type 2 LN	Substructure
G30202PY	GGM.000005	Type 1 LN	Substructure
G30207PZ	GGM.000089	GM4	Whole-Glycan
G30208IA	GGM.000016	LacdiNAc	Substructure
G30208IA	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G30208IA	GGM.000050	Sialylated LDN	Nonreducing-End
G30209GK	GGM.000015	a-Gal antigen	Substructure
G30211JD	GGM.000001	Type 2 LN	Substructure
G30211JD	GGM.000018	Lewis x	Substructure
G30212HV	GGM.000005	Type 1 LN	Substructure
G30212HV	GGM.000020	Lewis a	Substructure
G30212HV	GGM.000021	Lewis b	Substructure
G30212HV	GGM.000042	Blood group H (type 1)	Substructure
G30214PS	GGM.000001	Type 2 LN	Substructure
G30214PS	GGM.000005	Type 1 LN	Substructure
G30214PS	GGM.000036	Blood group H (type 2)	Substructure
G30214PS	GGM.000042	Blood group H (type 1)	Substructure
G30215PM	GGM.000016	LacdiNAc	Substructure
G30227TL	GGM.000001	Type 2 LN	Substructure
G30227TL	GGM.000005	Type 1 LN	Substructure
G30227TL	GGM.000036	Blood group H (type 2)	Substructure
G30227TL	GGM.000038	Blood group A (type 2)	Substructure
G30227TL	GGM.000042	Blood group H (type 1)	Substructure
G30227TL	GGM.000044	Blood group A (type 1)	Substructure
G30229IT	GGM.000001	Type 2 LN	Substructure
G30229IT	GGM.000002	Type 2 LN2	Substructure
G30229IT	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30229OR	GGM.000016	LacdiNAc	Substructure
G30229OR	GGM.000049	4'-sulfated LDN	Substructure
G30232EU	GGM.000001	Type 2 LN	Substructure
G30241UB	GGM.000001	Type 2 LN	Substructure
G30241UB	GGM.000036	Blood group H (type 2)	Substructure
G30242JS	GGM.000001	Type 2 LN	Substructure
G30243PD	GGM.000001	Type 2 LN	Substructure
G30243PD	GGM.000018	Lewis x	Substructure
G30243PD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30249GY	GGM.000001	Type 2 LN	Substructure
G30252GL	GGM.000001	Type 2 LN	Substructure
G30260NQ	GGM.000001	Type 2 LN	Substructure
G30260NQ	GGM.000002	Type 2 LN2	Substructure
G30260NQ	GGM.000005	Type 1 LN	Substructure
G30260NQ	GGM.000006	Type 1 LN2	Substructure
G30260NQ	GGM.000018	Lewis x	Substructure
G30260NQ	GGM.000020	Lewis a	Substructure
G30260NQ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30260NQ	GGM.000024	Sialyl Lewis a	Nonreducing-End
G30260NQ	GGM.000031	Lex-Lex	Substructure
G30260NQ	GGM.000032	SDLex	Nonreducing-End
G30260NQ	GGM.000033	VIM-2	Nonreducing-End
G30260NQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30265TJ	GGM.000015	a-Gal antigen	Substructure
G30274AT	GGM.000001	Type 2 LN	Substructure
G30274AT	GGM.000018	Lewis x	Substructure
G30278FC	GGM.000001	Type 2 LN	Substructure
G30278FC	GGM.000005	Type 1 LN	Substructure
G30284BK	GGM.000001	Type 2 LN	Substructure
G30284BK	GGM.000005	Type 1 LN	Substructure
G30285AP	GGM.000001	Type 2 LN	Substructure
G30285AP	GGM.000002	Type 2 LN2	Substructure
G30285AP	GGM.000005	Type 1 LN	Substructure
G30285AP	GGM.000006	Type 1 LN2	Substructure
G30285AP	GGM.000036	Blood group H (type 2)	Substructure
G30285AP	GGM.000042	Blood group H (type 1)	Substructure
G30291YK	GGM.000001	Type 2 LN	Substructure
G30291YK	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30292KC	GGM.000001	Type 2 LN	Substructure
G30292KC	GGM.000005	Type 1 LN	Substructure
G30292KC	GGM.000018	Lewis x	Substructure
G30292KC	GGM.000020	Lewis a	Substructure
G30292OP	GGM.000001	Type 2 LN	Substructure
G30292OP	GGM.000018	Lewis x	Substructure
G30293NE	GGM.000001	Type 2 LN	Substructure
G30293NE	GGM.000002	Type 2 LN2	Substructure
G30293NE	GGM.000004	i antigen	Substructure
G30295SC	GGM.000001	Type 2 LN	Substructure
G30295SC	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30296PK	GGM.000001	Type 2 LN	Substructure
G30296PK	GGM.000018	Lewis x	Substructure
G30296PK	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30296PK	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30299SS	GGM.000001	Type 2 LN	Substructure
G30299SS	GGM.000005	Type 1 LN	Substructure
G30299SS	GGM.000020	Lewis a	Substructure
G30299SS	GGM.000024	Sialyl Lewis a	Nonreducing-End
G30302VM	GGM.000001	Type 2 LN	Substructure
G30303UZ	GGM.000016	LacdiNAc	Substructure
G30303UZ	GGM.000049	4'-sulfated LDN	Substructure
G30304DE	GGM.000001	Type 2 LN	Substructure
G30304DE	GGM.000005	Type 1 LN	Substructure
G30304DE	GGM.000018	Lewis x	Substructure
G30304DE	GGM.000042	Blood group H (type 1)	Substructure
G30304IT	GGM.000001	Type 2 LN	Substructure
G30304IT	GGM.000002	Type 2 LN2	Substructure
G30309QX	GGM.000001	Type 2 LN	Substructure
G30309UU	GGM.000005	Type 1 LN	Substructure
G30319FW	GGM.000005	Type 1 LN	Substructure
G30327CD	GGM.000001	Type 2 LN	Substructure
G30327CD	GGM.000005	Type 1 LN	Substructure
G30327CD	GGM.000015	a-Gal antigen	Substructure
G30327CD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30330EB	GGM.000001	Type 2 LN	Substructure
G30331AP	GGM.000001	Type 2 LN	Substructure
G30331AP	GGM.000018	Lewis x	Substructure
G30333DL	GGM.000001	Type 2 LN	Substructure
G30333DL	GGM.000005	Type 1 LN	Substructure
G30333DL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30335ZU	GGM.000001	Type 2 LN	Substructure
G30335ZU	GGM.000005	Type 1 LN	Substructure
G30335ZU	GGM.000018	Lewis x	Substructure
G30344LH	GGM.000001	Type 2 LN	Substructure
G30344LH	GGM.000018	Lewis x	Substructure
G30344QY	GGM.000001	Type 2 LN	Substructure
G30344QY	GGM.000005	Type 1 LN	Substructure
G30344QY	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30346SO	GGM.000001	Type 2 LN	Substructure
G30346SO	GGM.000005	Type 1 LN	Substructure
G30351CM	GGM.000001	Type 2 LN	Substructure
G30351CM	GGM.000005	Type 1 LN	Substructure
G30352SX	GGM.000001	Type 2 LN	Substructure
G30352SX	GGM.000018	Lewis x	Substructure
G30356CR	GGM.000005	Type 1 LN	Substructure
G30356CR	GGM.000006	Type 1 LN2	Substructure
G30356CR	GGM.000042	Blood group H (type 1)	Substructure
G30356CR	GGM.000044	Blood group A (type 1)	Substructure
G30356XK	GGM.000015	a-Gal antigen	Substructure
G30356XK	GGM.000201	B antigen (type 3)	Whole-Glycan
G30359IS	GGM.000001	Type 2 LN	Substructure
G30359IS	GGM.000005	Type 1 LN	Substructure
G30359IS	GGM.000015	a-Gal antigen	Substructure
G30367FC	GGM.000001	Type 2 LN	Substructure
G30367FC	GGM.000005	Type 1 LN	Substructure
G30367FC	GGM.000018	Lewis x	Substructure
G30367FC	GGM.000020	Lewis a	Substructure
G30370YC	GGM.000001	Type 2 LN	Substructure
G30371AX	GGM.000001	Type 2 LN	Substructure
G30371AX	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30372CO	GGM.000001	Type 2 LN	Substructure
G30372RJ	GGM.000001	Type 2 LN	Substructure
G30372RJ	GGM.000018	Lewis x	Substructure
G30372RJ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30372RJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30372RV	GGM.000001	Type 2 LN	Substructure
G30372RV	GGM.000002	Type 2 LN2	Substructure
G30372RV	GGM.000005	Type 1 LN	Substructure
G30372RV	GGM.000006	Type 1 LN2	Substructure
G30372WK	GGM.000016	LacdiNAc	Substructure
G30372WK	GGM.000017	Fucosylated LDN	Substructure
G30391YC	GGM.000001	Type 2 LN	Substructure
G30391YC	GGM.000005	Type 1 LN	Substructure
G30391YC	GGM.000018	Lewis x	Substructure
G30391YC	GGM.000020	Lewis a	Substructure
G30392XP	GGM.000001	Type 2 LN	Substructure
G30392XP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30395OK	GGM.000001	Type 2 LN	Substructure
G30399ZO	GGM.000001	Type 2 LN	Substructure
G30399ZO	GGM.000005	Type 1 LN	Substructure
G30399ZO	GGM.000015	a-Gal antigen	Substructure
G30400UW	GGM.000016	LacdiNAc	Substructure
G30400UW	GGM.000049	4'-sulfated LDN	Substructure
G30431XW	GGM.000001	Type 2 LN	Substructure
G30431XW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30434GV	GGM.000001	Type 2 LN	Substructure
G30434GV	GGM.000015	a-Gal antigen	Substructure
G30434GV	GGM.000018	Lewis x	Substructure
G30434GV	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30434GV	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30434OH	GGM.000001	Type 2 LN	Substructure
G30434QC	GGM.000001	Type 2 LN	Substructure
G30434QC	GGM.000018	Lewis x	Substructure
G30434QC	GGM.000019	Lewis y	Substructure
G30434QC	GGM.000036	Blood group H (type 2)	Substructure
G30434QC	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G30436PR	GGM.000001	Type 2 LN	Substructure
G30437YI	GGM.000001	Type 2 LN	Substructure
G30437YI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30439IP	GGM.000001	Type 2 LN	Substructure
G30443NG	GGM.000001	Type 2 LN	Substructure
G30443NG	GGM.000002	Type 2 LN2	Substructure
G30443NG	GGM.000004	i antigen	Substructure
G30443NG	GGM.000018	Lewis x	Substructure
G30443WG	GGM.000001	Type 2 LN	Substructure
G30443WG	GGM.000015	a-Gal antigen	Substructure
G30444XG	GGM.000001	Type 2 LN	Substructure
G30444XG	GGM.000005	Type 1 LN	Substructure
G30444XG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30447IO	GGM.000001	Type 2 LN	Substructure
G30447NS	GGM.000005	Type 1 LN	Substructure
G30454EJ	GGM.000001	Type 2 LN	Substructure
G30454EJ	GGM.000005	Type 1 LN	Substructure
G30454EJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30460NZ	GGM.000001	Type 2 LN	Substructure
G30460NZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30461ZU	GGM.000001	Type 2 LN	Substructure
G30461ZU	GGM.000005	Type 1 LN	Substructure
G30461ZU	GGM.000015	a-Gal antigen	Substructure
G30469GJ	GGM.000001	Type 2 LN	Substructure
G30478GF	GGM.000001	Type 2 LN	Substructure
G30478GF	GGM.000018	Lewis x	Substructure
G30478GF	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30479HB	GGM.000001	Type 2 LN	Substructure
G30479HB	GGM.000036	Blood group H (type 2)	Substructure
G30483FB	GGM.000001	Type 2 LN	Substructure
G30483FB	GGM.000002	Type 2 LN2	Substructure
G30483FB	GGM.000015	a-Gal antigen	Substructure
G30497IL	GGM.000001	Type 2 LN	Substructure
G30497IL	GGM.000005	Type 1 LN	Substructure
G30497IL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30502RO	GGM.000001	Type 2 LN	Substructure
G30502RO	GGM.000002	Type 2 LN2	Substructure
G30502RO	GGM.000003	I antigen	Substructure
G30502RO	GGM.000005	Type 1 LN	Substructure
G30502RO	GGM.000006	Type 1 LN2	Substructure
G30502RO	GGM.000018	Lewis x	Substructure
G30502RO	GGM.000020	Lewis a	Substructure
G30505RT	GGM.000001	Type 2 LN	Substructure
G30505RT	GGM.000005	Type 1 LN	Substructure
G30505RT	GGM.000015	a-Gal antigen	Substructure
G30505RT	GGM.000018	Lewis x	Substructure
G30505RT	GGM.000020	Lewis a	Substructure
G30505RT	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30505RT	GGM.000024	Sialyl Lewis a	Nonreducing-End
G30505RT	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30511HC	GGM.000001	Type 2 LN	Substructure
G30511HC	GGM.000005	Type 1 LN	Substructure
G30514JJ	GGM.000001	Type 2 LN	Substructure
G30519DD	GGM.000001	Type 2 LN	Substructure
G30524AR	GGM.000001	Type 2 LN	Substructure
G30524AR	GGM.000002	Type 2 LN2	Substructure
G30524AR	GGM.000005	Type 1 LN	Substructure
G30524IG	GGM.000001	Type 2 LN	Substructure
G30524IG	GGM.000015	a-Gal antigen	Substructure
G30526TI	GGM.000001	Type 2 LN	Substructure
G30526TI	GGM.000015	a-Gal antigen	Substructure
G30526TI	GGM.000016	LacdiNAc	Substructure
G30529CQ	GGM.000001	Type 2 LN	Substructure
G30529CQ	GGM.000005	Type 1 LN	Substructure
G30529FG	GGM.000001	Type 2 LN	Substructure
G30540TB	GGM.000001	Type 2 LN	Substructure
G30540TB	GGM.000005	Type 1 LN	Substructure
G30540TB	GGM.000018	Lewis x	Substructure
G30542GC	GGM.000001	Type 2 LN	Substructure
G30542GC	GGM.000005	Type 1 LN	Substructure
G30542ND	GGM.000001	Type 2 LN	Substructure
G30542ND	GGM.000005	Type 1 LN	Substructure
G30542PN	GGM.000016	LacdiNAc	Substructure
G30542PN	GGM.000017	Fucosylated LDN	Substructure
G30542PN	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G30542PN	GGM.000050	Sialylated LDN	Nonreducing-End
G30547LG	GGM.000001	Type 2 LN	Substructure
G30547QI	GGM.000001	Type 2 LN	Substructure
G30547QI	GGM.000002	Type 2 LN2	Substructure
G30547QI	GGM.000005	Type 1 LN	Substructure
G30547QI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30553TG	GGM.000001	Type 2 LN	Substructure
G30553TG	GGM.000016	LacdiNAc	Substructure
G30553TG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30553TG	GGM.000049	4'-sulfated LDN	Substructure
G30553WH	GGM.000016	LacdiNAc	Substructure
G30553WH	GGM.000049	4'-sulfated LDN	Substructure
G30555ZF	GGM.000001	Type 2 LN	Substructure
G30555ZF	GGM.000015	a-Gal antigen	Substructure
G30555ZF	GGM.000018	Lewis x	Substructure
G30558FP	GGM.000001	Type 2 LN	Substructure
G30558FP	GGM.000005	Type 1 LN	Substructure
G30558XQ	GGM.000001	Type 2 LN	Substructure
G30558XQ	GGM.000002	Type 2 LN2	Substructure
G30558XQ	GGM.000003	I antigen	Substructure
G30562SO	GGM.000001	Type 2 LN	Substructure
G30567BL	GGM.000001	Type 2 LN	Substructure
G30567BL	GGM.000005	Type 1 LN	Substructure
G30567BL	GGM.000036	Blood group H (type 2)	Substructure
G30567BL	GGM.000042	Blood group H (type 1)	Substructure
G30569KZ	GGM.000001	Type 2 LN	Substructure
G30571QM	GGM.000001	Type 2 LN	Substructure
G30571QM	GGM.000005	Type 1 LN	Substructure
G30571QM	GGM.000018	Lewis x	Substructure
G30571QM	GGM.000020	Lewis a	Substructure
G30571QM	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30571QM	GGM.000024	Sialyl Lewis a	Nonreducing-End
G30571QM	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30572YP	GGM.000001	Type 2 LN	Substructure
G30573LF	GGM.000001	Type 2 LN	Substructure
G30573LF	GGM.000005	Type 1 LN	Substructure
G30573LP	GGM.000001	Type 2 LN	Substructure
G30573LP	GGM.000005	Type 1 LN	Substructure
G30578JR	GGM.000001	Type 2 LN	Substructure
G30578JR	GGM.000015	a-Gal antigen	Substructure
G30578JR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30579TY	GGM.000001	Type 2 LN	Substructure
G30579TY	GGM.000018	Lewis x	Substructure
G30580XW	GGM.000001	Type 2 LN	Substructure
G30580XW	GGM.000002	Type 2 LN2	Substructure
G30580XW	GGM.000018	Lewis x	Substructure
G30580XW	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30580XW	GGM.000031	Lex-Lex	Substructure
G30580XW	GGM.000032	SDLex	Nonreducing-End
G30580XW	GGM.000033	VIM-2	Nonreducing-End
G30580XW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30582JO	GGM.000001	Type 2 LN	Substructure
G30582JO	GGM.000005	Type 1 LN	Substructure
G30582JO	GGM.000015	a-Gal antigen	Substructure
G30584YH	GGM.000001	Type 2 LN	Substructure
G30584YH	GGM.000002	Type 2 LN2	Substructure
G30584YH	GGM.000005	Type 1 LN	Substructure
G30584YH	GGM.000006	Type 1 LN2	Substructure
G30585MP	GGM.000005	Type 1 LN	Substructure
G30586VL	GGM.000005	Type 1 LN	Substructure
G30586VL	GGM.000042	Blood group H (type 1)	Substructure
G30586ZX	GGM.000005	Type 1 LN	Substructure
G30586ZX	GGM.000020	Lewis a	Substructure
G30590EC	GGM.000005	Type 1 LN	Substructure
G30590GW	GGM.000001	Type 2 LN	Substructure
G30590GW	GGM.000018	Lewis x	Substructure
G30590GW	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30590GW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30591GE	GGM.000001	Type 2 LN	Substructure
G30593ZL	GGM.000001	Type 2 LN	Substructure
G30593ZL	GGM.000005	Type 1 LN	Substructure
G30593ZL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30597QU	GGM.000001	Type 2 LN	Substructure
G30597QU	GGM.000005	Type 1 LN	Substructure
G30597QU	GGM.000018	Lewis x	Substructure
G30597QU	GGM.000020	Lewis a	Substructure
G30599HV	GGM.000089	GM4	Whole-Glycan
G30600KL	GGM.000001	Type 2 LN	Substructure
G30600KL	GGM.000002	Type 2 LN2	Substructure
G30601TM	GGM.000001	Type 2 LN	Substructure
G30613IJ	GGM.000001	Type 2 LN	Substructure
G30613IJ	GGM.000005	Type 1 LN	Substructure
G30614CT	GGM.000001	Type 2 LN	Substructure
G30614CT	GGM.000005	Type 1 LN	Substructure
G30614CT	GGM.000018	Lewis x	Substructure
G30614CT	GGM.000020	Lewis a	Substructure
G30614ED	GGM.000001	Type 2 LN	Substructure
G30614ED	GGM.000002	Type 2 LN2	Substructure
G30614ED	GGM.000005	Type 1 LN	Substructure
G30614ED	GGM.000006	Type 1 LN2	Substructure
G30614QN	GGM.000001	Type 2 LN	Substructure
G30614QN	GGM.000002	Type 2 LN2	Substructure
G30614QN	GGM.000005	Type 1 LN	Substructure
G30614QN	GGM.000018	Lewis x	Substructure
G30614RW	GGM.000001	Type 2 LN	Substructure
G30614RW	GGM.000005	Type 1 LN	Substructure
G30614RW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30615JE	GGM.000016	LacdiNAc	Substructure
G30615JE	GGM.000049	4'-sulfated LDN	Substructure
G30616LC	GGM.000001	Type 2 LN	Substructure
G30617IL	GGM.000001	Type 2 LN	Substructure
G30618VC	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30620UG	GGM.000001	Type 2 LN	Substructure
G30620UG	GGM.000002	Type 2 LN2	Substructure
G30620UG	GGM.000005	Type 1 LN	Substructure
G30620UG	GGM.000006	Type 1 LN2	Substructure
G30620UG	GGM.000018	Lewis x	Substructure
G30620UG	GGM.000020	Lewis a	Substructure
G30620UG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30621FL	GGM.000001	Type 2 LN	Substructure
G30621FL	GGM.000005	Type 1 LN	Substructure
G30622CY	GGM.000001	Type 2 LN	Substructure
G30622CY	GGM.000005	Type 1 LN	Substructure
G30622CY	GGM.000018	Lewis x	Substructure
G30622CY	GGM.000020	Lewis a	Substructure
G30622CY	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30622JO	GGM.000001	Type 2 LN	Substructure
G30622WV	GGM.000001	Type 2 LN	Substructure
G30622WV	GGM.000002	Type 2 LN2	Substructure
G30622WV	GGM.000005	Type 1 LN	Substructure
G30622WV	GGM.000042	Blood group H (type 1)	Substructure
G30623NS	GGM.000001	Type 2 LN	Substructure
G30623NS	GGM.000005	Type 1 LN	Substructure
G30623NS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30623ZE	GGM.000001	Type 2 LN	Substructure
G30623ZE	GGM.000018	Lewis x	Substructure
G30625WO	GGM.000001	Type 2 LN	Substructure
G30625WO	GGM.000002	Type 2 LN2	Substructure
G30625WO	GGM.000005	Type 1 LN	Substructure
G30625WO	GGM.000006	Type 1 LN2	Substructure
G30625WO	GGM.000015	a-Gal antigen	Substructure
G30625WO	GGM.000018	Lewis x	Substructure
G30625WO	GGM.000020	Lewis a	Substructure
G30626EL	GGM.000016	LacdiNAc	Substructure
G30626EL	GGM.000049	4'-sulfated LDN	Substructure
G30627OI	GGM.000001	Type 2 LN	Substructure
G30627OI	GGM.000018	Lewis x	Substructure
G30627OI	GGM.000019	Lewis y	Substructure
G30627OI	GGM.000036	Blood group H (type 2)	Substructure
G30627OI	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G30640LU	GGM.000001	Type 2 LN	Substructure
G30640LU	GGM.000005	Type 1 LN	Substructure
G30640LU	GGM.000018	Lewis x	Substructure
G30640LU	GGM.000020	Lewis a	Substructure
G30644AZ	GGM.000001	Type 2 LN	Substructure
G30648RA	GGM.000001	Type 2 LN	Substructure
G30648RA	GGM.000005	Type 1 LN	Substructure
G30648RA	GGM.000015	a-Gal antigen	Substructure
G30648RA	GGM.000018	Lewis x	Substructure
G30648RA	GGM.000020	Lewis a	Substructure
G30648RA	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30648RA	GGM.000024	Sialyl Lewis a	Nonreducing-End
G30648RA	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30648VY	GGM.000001	Type 2 LN	Substructure
G30648VY	GGM.000005	Type 1 LN	Substructure
G30648VY	GGM.000018	Lewis x	Substructure
G30651IU	GGM.000001	Type 2 LN	Substructure
G30651IU	GGM.000018	Lewis x	Substructure
G30651QG	GGM.000001	Type 2 LN	Substructure
G30651QG	GGM.000015	a-Gal antigen	Substructure
G30651QG	GGM.000036	Blood group H (type 2)	Substructure
G30651QG	GGM.000037	Blood group B (type 2)	Substructure
G30651UM	GGM.000001	Type 2 LN	Substructure
G30651UM	GGM.000005	Type 1 LN	Substructure
G30651UM	GGM.000018	Lewis x	Substructure
G30651UM	GGM.000020	Lewis a	Substructure
G30651UM	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30651UM	GGM.000024	Sialyl Lewis a	Nonreducing-End
G30651UM	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30651UM	GGM.000036	Blood group H (type 2)	Substructure
G30651UM	GGM.000042	Blood group H (type 1)	Substructure
G30656BO	GGM.000001	Type 2 LN	Substructure
G30656BO	GGM.000005	Type 1 LN	Substructure
G30657NA	GGM.000001	Type 2 LN	Substructure
G30657NA	GGM.000005	Type 1 LN	Substructure
G30660OR	GGM.000001	Type 2 LN	Substructure
G30660OR	GGM.000005	Type 1 LN	Substructure
G30660OR	GGM.000018	Lewis x	Substructure
G30660OR	GGM.000020	Lewis a	Substructure
G30660OR	GGM.000022	Sialyl Lewis x	Nonreducing-End
G30660OR	GGM.000024	Sialyl Lewis a	Nonreducing-End
G30660OR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30661NY	GGM.000001	Type 2 LN	Substructure
G30661NY	GGM.000015	a-Gal antigen	Substructure
G30661NY	GGM.000018	Lewis x	Substructure
G30663CZ	GGM.000001	Type 2 LN	Substructure
G30671PD	GGM.000001	Type 2 LN	Substructure
G30671PD	GGM.000002	Type 2 LN2	Substructure
G30671PD	GGM.000005	Type 1 LN	Substructure
G30671PD	GGM.000006	Type 1 LN2	Substructure
G30671PD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30677NY	GGM.000001	Type 2 LN	Substructure
G30677NY	GGM.000016	LacdiNAc	Substructure
G30681OF	GGM.000016	LacdiNAc	Substructure
G30681OF	GGM.000049	4'-sulfated LDN	Substructure
G30689JV	GGM.000001	Type 2 LN	Substructure
G30691VK	GGM.000001	Type 2 LN	Substructure
G30694PD	GGM.000001	Type 2 LN	Substructure
G30694PD	GGM.000005	Type 1 LN	Substructure
G30694PD	GGM.000015	a-Gal antigen	Substructure
G30694RX	GGM.000001	Type 2 LN	Substructure
G30694RX	GGM.000002	Type 2 LN2	Substructure
G30694RX	GGM.000004	i antigen	Substructure
G30697FM	GGM.000005	Type 1 LN	Substructure
G30700VP	GGM.000001	Type 2 LN	Substructure
G30708CB	GGM.000001	Type 2 LN	Substructure
G30708CB	GGM.000016	LacdiNAc	Substructure
G30708CB	GGM.000017	Fucosylated LDN	Substructure
G30708CB	GGM.000018	Lewis x	Substructure
G30710NE	GGM.000009	T antigen	Whole-Glycan
G30723RE	GGM.000001	Type 2 LN	Substructure
G30723RE	GGM.000016	LacdiNAc	Substructure
G30723RE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30725CV	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G30729YJ	GGM.000001	Type 2 LN	Substructure
G30729YJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G30733VD	GGM.000001	Type 2 LN	Substructure
G30733VD	GGM.000005	Type 1 LN	Substructure
G30737ZF	GGM.000005	Type 1 LN	Substructure
G30738AJ	GGM.000001	Type 2 LN	Substructure
G30738AJ	GGM.000002	Type 2 LN2	Substructure
G30738AJ	GGM.000005	Type 1 LN	Substructure
G30738AJ	GGM.000006	Type 1 LN2	Substructure
G30738AJ	GGM.000018	Lewis x	Substructure
G30738AJ	GGM.000020	Lewis a	Substructure
G30738AJ	GGM.000036	Blood group H (type 2)	Substructure
G30738AJ	GGM.000042	Blood group H (type 1)	Substructure
