glytoucan_acc	glytoucan_type	glycan_mass	glycan_permass	base_composition	composition	topology	monosaccharides
G21255ER	Saccharide	2369.86131587	2930.48731867	G03785NN	G48898AL	G66562MF	13
G21256CQ	Saccharide	1599.52271281	1949.91396456	G63273GB	G46827KB	G91054VJ	8
G21257CI	Saccharide	2659.9363314	3304.65623461	G60987NO	G28456GX	G24049AR	13
G21259PI	BaseComposition	935.359414885	1159.609816	G21259PI			5
G21263MC	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G78242EN	3
G21268CL	Topology	2077.74549812	2582.30890064	G70382FA	G48050CZ	G21268CL	11
G21269SH	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G78242EN	3
G21272DZ	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G58618MZ	6
G21284IS	Saccharide	1396.48625091	1760.89315273	G41247ZX			8
G21286VC	Saccharide	1234.43342741	1556.79337902	G06110VR	G21286VC		7
G21289TX	Topology	837.311402045	1047.54615309	G67199LR	G08600PN	G21289TX	5
G21290RB	Saccharide	570.22721878	710.38371948	G06042JP	G20391ZE	G03838OG	3
G21293AK	Saccharide	1363.47602054	1713.86727229	G04371QE	G62941WT	G94263AT	7
G21295FZ	Saccharide	707.248407805	903.467508785	G82930TB	G47270FQ	G44029SF	4
G21297DP	Saccharide	1405.52297075	1741.89857243	G28997IA	G48181XF	G91990OC	8
G21299EU	Composition	2531.91413937	3134.58709237	G87809UY	G21299EU		14
G21305WL	Saccharide	1583.57070888	1976.00891084	G15486FH	G07564NA	G45255VE	9
G21311PN	Saccharide	1478.53934912	1842.94625094	G72787SB	G14445VK	G02654ED	8
G21311YA	Saccharide	2384.83582939	2973.49313233	G63614XZ	G87834OS	G09201HE	12
G21312EA	Saccharide	588.23778348	756.42558432	G32067JF	G98556BK	G35438RA	3
G21319HP	Saccharide	2808.00989034	3480.76109369	G13861EC	G95054EI	G35487QF	15
G21326MT	Saccharide	1259.46506188	1567.80936342	G80475RE	G00628MV	G01695WQ	7
G21327TO	Saccharide	2280.82487073	2827.43522346	G81088WT	G08819PX		12
G21335DW	Topology	2493.93621215	3068.57786502	G40206WX	G51811GK	G21335DW	13
G21342EB	Saccharide	1188.42794808	1482.75659955	G42032FN	G54509QP	G45682JX	7
G21354HK	Saccharide	1655.59183828	2062.04569031	G98993TR	G46433HY	G99481EP	9
G21359LU	Saccharide	1720.59189791	2169.09270015	G62765YT	G43723RI	G64067YC	10
G21359NQ	Saccharide	1973.73453947	2436.25099178	G19379ID	G04604QI	G21217ZJ	11
G21360BF	Saccharide	1261.48071195	1583.84066356	G45851AI	G22655LJ	G59937NB	7
G21361AZ	Saccharide	1827.6766306	2262.16178277	G68318VE	G80294ZS	G48793MR	10
G21362JU	Saccharide	1567.57579425	1945.99834614	G92597CK	G44778AE	G39655AK	9
G21379KR	Topology	2093.74041275	2612.31946535	G91897BH	G00449DS	G21379KR	11
G21379SF	Topology	1478.53934912	1842.94625094	G72787SB	G32127JA	G21379SF	8
G21380FF	Saccharide	2135.78736296	2640.35076549	G29651HS	G14719NG	G20066VZ	12
G21381MC	Saccharide	910.32778041	1148.5938316	G28681TP	G71678CK	G03833LE	5
G21385RI	Topology	2005.72436873	2496.27212117	G60033FS	G50293LU	G21385RI	11
G21394HA	Composition	1113.40715301	1393.72015442	G57317CE	G21394HA		6
G21401UQ	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G92495JT	4
G21411AR	Saccharide	1566.55539315	1958.99359511	G12456LJ	G18065MO	G29427JP	8
G21411GO	Saccharide	1218.43851278	1526.78281432	G82364UA	G32116PG	G00396DP	7
G21412CQ	Saccharide	789.301506015	985.520606995	G88713AC	G08017ND	G33964KE	4
G21413RB	Topology	2298.83543543	2873.4770883	G88443CR	G25394TG	G21413RB	12
G21415RL	Saccharide	2409.86746387	2984.50911674	G58271GK	G96092AR	G71948MD	12
G21420QH	Saccharide	3697.29105487	4594.29265935	G01797UE	G71187JK	G00945TF	18
G21421NG	Saccharide	2315.85075117	2890.49240404	G62913ZS	G99168JE	G43443DD	13
G21432UE	Saccharide	1884.69809433	2333.19889657	G25079LO	G11853YG	G76409TW	10
G21438WG	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G95343SU	3
G21448NW	Saccharide	1519.56589823	1883.97280004	G49955PK	G41029CD	G76037VI	8
G21454AE	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G29419HY	14
G21454XY	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G64642ML	6
G21458SP	Topology	910.32778041	1148.5938316	G28681TP	G71678CK	G21458SP	5
G21459ST	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G21469TE	Saccharide	383.142760805	495.267961365	G43417UB	G08749AK	G80981NI	2
G21470TX	Saccharide	3027.08417757	3769.91363128	G66403JV	G19326PJ	G43454YS	15
G21472XU	Topology	1842.67629626	2277.16144843	G58367VU	G33322KO	G21472XU	10
G21477HL	Saccharide	1234.43342741	1556.79337902	G02815KT	G89929IA	G53809TW	7
G21481TB	Topology	504.1261245	602.23567499	G31282CB	G17605FD	G21481TB	2
G21495MJ	Saccharide	326.12129707	424.23084756	G08453HV	G53862OE	G73972JE	2
G21498SM	Saccharide	2882.0466698	3568.81352324	G55216FT	G81452FP	G87545DU	16
G21498YW	Topology	1245.48579733	1553.83009887	G32085QO	G53564VR	G21498YW	7
G21499IF	Saccharide	600.20139797	754.37354874	G28155JW	G75346VK		3
G21506YR	Topology	910.32778041	1148.5938316	G28681TP	G68986OJ	G21506YR	5
G21507RO	Saccharide	674.23817744	856.44162835	G22312GP	G19671XU	G85924HA	3
G21508HF	Saccharide	1827.6766306	2262.16178277	G68318VE	G80294ZS	G47133WV	10
G21513QX	Saccharide	2368.84091476	2943.48256763	G42039FI	G83385WA	G69616RY	12
G21514JX	Saccharide	2368.84091476	2943.48256763	G42039FI	G83385WA	G69616RY	12
G21516LL	Topology	1550.56047852	1928.98303041	G49695NW	G11764PR	G21516LL	8
G21518JT	Saccharide	1289.43924107	1625.81484275	G77976VJ	G94660EY	G74603QS	6
G21521KS	Saccharide	836.29100094	1060.54140206	G63053UD	G62828VD	G90417UB	4
G21523WH	Composition	547.211234375	715.399035215	G88144AT	G21523WH		3
G21527IH	BaseComposition	603.201063635	771.388864475	G21527IH			3
G21528FH	Composition	1519.56589823	1883.97280004	G49955PK	G21528FH		8
G21530HL	Topology	1915.69267463	2378.20912694	G12295AY	G71834LX	G21530HL	10
G21541CK	Saccharide	1236.44907748	1572.82467916	G40617GJ	G07146OH	G12838VV	7
G21570BS	Saccharide	1509.53392942	1887.9564813	G40309AV	G11755EM	G93304BC	8
G21573FN	Saccharide	1722.64527083	2129.09912286	G83633GK	G42734XB	G74068KQ	9
G21573GX	Saccharide	1349.49675598	1699.88800773	G51508HL	G01947XZ	G80187JE	7
G21581IH	Composition	1218.43851278	1526.78281432	G82364UA	G21581IH		7
G21586NB	Saccharide	937.375064955	1175.64111614	G02612GE	G32286UR	G61081DV	5
G21591FY	Saccharide	836.29100094	1060.54140206	G63053UD	G62828VD	G71115IX	4
G21592GP	Saccharide	397.122025365	509.247225925	G05931YV	G96165GK	G24334HE	2
G21599SH	Composition	910.32778041	1148.5938316	G42566OB	G21599SH		5
G21610QZ	Composition	3027.08417757	3755.89798121	G25929QB	G21610QZ		16
G21617JG	Saccharide	878.33795115	1088.5727022	G05460KC	G54109CJ	G27861DQ	5
G21620FH	Composition	3066.09507661	3794.90888025	G49844KK	G21620FH		15
G21620YQ	Saccharide	1039.37037354	1305.66772487	G49139YY	G71918XM	G70110LU	5
G21622VG	Composition	691.253493175	873.456944085	G11235SR	G21622VG		4
G21625QL	Topology	1788.66573156	2237.1665338	G25705LK	G76054RA	G21625QL	10
G21627CA	Saccharide	2159.79859633	2664.36199885	G12621YH	G56450GE	G76497KR	11
G21631MS	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G63977XF	3
G21635DC	Topology	1405.52297075	1741.89857243	G28997IA	G48181XF	G21635DC	8
G21637LY	Topology	2588.9356031	3205.62420618	G72601ZT	G49241TZ	G21637LY	14
G21639YY	Topology	383.142760805	495.267961365	G43417UB	G47884NA	G21639YY	2
G21641FN	Composition	1170.42861675	1478.77291829	G62000JW	G21641FN		5
G21641ZY	Saccharide	545.195584305	699.367735075	G05394UY	G96927TT	G19848BR	3
G21647CX	Saccharide	422.082542625		G38621WW	G40783MY	G38302OM	2
G21649XO	Topology	3755.33291971	4652.33452419	G79098NN	G88438SU	G21649XO	19
G21651SP	BaseComposition	1934.72364043	2411.25574281	G21651SP			11
G21663DV	Saccharide	2093.74041275	2612.31946535	G40361DC	G29791QA	G46338CQ	11
G21667GZ	Saccharide	2444.8933443	3047.56629731	G42088RP	G99391HR	G52763WY	13
G21672MV	Saccharide	1916.71307573	2365.21387797	G11009FR	G09544FO	G26913VN	11
G21676JO	Saccharide	3827.35404911	4738.37130366	G60351DX	G51146HY	G12003BH	19
G21678VW	Saccharide	2005.72436873	2496.27212117	G60033FS	G50293LU	G91496ML	11
G21679ID	Saccharide	2005.72436873	2496.27212117	G60033FS	G91161EQ	G25062BU	11
G21696DT	Saccharide	1405.52297075	1741.89857243	G28997IA	G48181XF	G06415PN	8
G21700KV	Topology	869.301231305	1107.56728249	G15666IG	G00917AF	G21700KV	5
G21702CI	Topology	1058.40133935	1338.71434075	G73134BJ	G43523SA	G21702CI	6
G21703HL	BaseComposition	1519.52817538	1939.99767748	G21703HL			9
G21704QN	Topology	2044.69754491	2577.29224757	G83460ZZ	G33970PJ	G21704QN	12
G21705OS	Saccharide	1080.39692265	1346.69427398	G42613QM	G01254YI	G18128PI	5
G21705YX	Saccharide	545.195584305	699.367735075	G46831QF	G03102IC	G75621XF	3
G21726WW	BaseComposition	1202.44359815	1496.77224962	G21726WW			7
G21727XX	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G74696VO	2
G21728DQ	Topology	1536.58121396	1915.00376585	G42169YJ	G43038UA	G21728DQ	8
G21729HC	Saccharide	2192.8088267	2711.38787929	G69364JQ	G95640AM	G64424PR	12
G21737WY	Saccharide	3827.35404911	4738.37130366	G60351DX	G51146HY	G12003BH	19
G21746LS	Composition	1300.49161099	1608.83591253	G60060GI	G21746LS		7
G21746MX	Saccharide	1478.53934912	1842.94625094	G72787SB	G14445VK	G92163PU	8
G21756MV	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G21758DI	Saccharide	632.22761274	828.44671372	G23341KY	G53790NZ	G79794JD	3
G21760UP	Saccharide	2046.75091783	2537.29867028	G43769HG	G03539UU	G59380FG	11
G21767ND	Saccharide	2646.97746794	3263.66607102	G34852SB	G28483HE	G08543DY	15
G21769HJ	Topology	796.28485294	1006.51960399	G07888KH	G72251BT	G21769HJ	5
G21774QC	Composition	2063.76623357	2568.32963608	G75710VK	G21774QC		11
G21780FU	Saccharide	828.2746822	1066.54073339	G84322TE	G97683QF	G75253GH	5
G21780GG	Saccharide	1040.39077465	1292.67247591	G51210WZ	G72933YZ	G66723JX	6
G21788RU	Saccharide	2135.78736296	2640.35076549	G29651HS	G14719NG	G90584SQ	12
G21796XV	Saccharide	691.253493175	873.456944085	G11235SR	G25105CR	G52414WY	4
G21802LM	Saccharide	707.248407805	903.467508785	G08590QR	G53509NM		4
G21803EF	Saccharide	2128.80401604	2619.35176849	G96430BV	G14003KG	G95156MW	11
G21807KQ	Saccharide	1592.60742873	1957.01433055	G86458FO	G19633YG	G92410QB	9
G21808VY	Saccharide	1040.39077465	1292.67247591	G51210WZ	G18083QB	G60897WU	6
G21814SJ	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G83914PP	3
G21823MR	Saccharide	1931.68758926	2408.21969164	G15175QG	G32207JL	G37427AX	10
G21827YQ	Saccharide	1099.42788845	1379.74088985	G54878VH	G89650RP	G22308XL	6
G21828TB	Saccharide	910.32778041	1148.5938316	G14669DU	G88207OU	G48974JE	5
G21845NG	Saccharide	1186.44868352	1466.76168492	G67531TM	G16479OO	G49742PU	7
G21852WJ	Saccharide	748.27495691	944.49405789	G53434XO	G51934ND	G70912PH	4
G21856LC	Saccharide	707.248407805	903.467508785	G08590QR	G53509NM	G77186TD	4
G21874KT	Topology	1890.66104015	2367.19314253	G60644BF	G31261NL	G21874KT	10
G21876AF	Composition	1364.49642165	1700.87202333	G38769OU	G21876AF		8
G21876HD	Topology	2206.75036841	2781.39202128	G58087IP	G57566HS	G21876HD	13
G21877OB	Saccharide	894.33286578	1118.5832669	G93579XB	G99932KY	G74714MV	5
G21882GE	Topology	864.32230108	1074.55705213	G84825UQ	G63013RK	G21882GE	5
G21888XN	Topology	2137.80301303	2656.38206562	G57965WS	G94887XK	G21888XN	12
G21890FV	Topology	2135.78736296	2640.35076549	G29651HS	G69161EB	G21890FV	12
G21892YW	Saccharide	837.311402045	1047.54615309	G67199LR	G24096BQ	G89918MO	5
G21897ZX	Saccharide	2662.97238257	3293.67663572	G02287BL	G84058QX	G12036BZ	15
G21900DW	Saccharide	1300.49161099	1608.83591253	G60060GI	G40547YM	G27669KI	7
G21905ZO	Saccharide	1259.46506188	1567.80936342	G80475RE	G55710AV	G28589RJ	7
G21916IS	Saccharide	1567.57579425	1945.99834614	G92597CK	G92133SS	G94629RC	9
G21927IY	Saccharide	2409.86746387	2984.50911674	G58271GK	G96092AR	G71948MD	12
G21928TI	Saccharide	1113.40715301	1393.72015442	G60145BJ	G87030LJ	G29097OR	6
G21929KG	Saccharide	424.16930991	536.29451047	G27391WQ	G94131HY	G31801IX	2
G21929YV	Saccharide	1683.6343718	2104.1038739	G50558OY	G58155VH		9
G21933CU	Saccharide	2224.8238081	2743.40286069	G05933EN	G22270PZ	G00488OU	13
G21938SG	Saccharide	998.34382444	1264.64117577	G14090IF	G08718YM	G78620TU	5
G21939WK	Saccharide	1267.40074708	1561.72939854	G14378SA	G34364AA	G06300IW	6
G21942OP	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G91823FR	4
G21951WD	Topology	634.23202944	802.41983028	G39329TJ	G97259GP	G21951WD	4
G21963FV	Topology	2329.83001573	2904.4716686	G83014KM	G94368QI	G21963FV	13
G21969UD	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G86306GH	13
G21974VP	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G58124XI	3
G21978PS	Saccharide	990.3275057	1270.6405071	G32030CB	G59062KT	G01544LX	6
G21982KM	Saccharide	1558.53907441	1964.99292644	G31852PQ	G45552IY	G44576SJ	9
G21986MJ	Saccharide	2442.87769423	3031.53499717	G17168EK	G44930VK	G05360BT	13
G21989SY	Saccharide	1056.38568928	1322.68304061	G20956ZV	G26614JB		6
G21998NE	Saccharide	1156.44935219	1450.77800366	G19753MM	G61211JK	G53497KU	6
G22012EW	Saccharide	732.28004228	914.48349319	G94583DZ	G61985YC	G48330EV	4
G22015OG	Saccharide	383.142760805	495.267961365	G43417UB		G22015OG	2
G22018VM	Saccharide	1882.64472141	2373.19247386	G80920RR	G22428GQ	G05693UB	11
G22019SD	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G14660IB	2
G22026YZ	Saccharide	1097.41223838	1363.70958971	G02809YH	G59768MW	G77683PF	6
G22031JX	Saccharide	732.28004228	914.48349319	G94583DZ	G61985YC	G09613FS	4
G22032IX	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G93921SI	4
G22037AZ	Saccharide	326.12129707	424.23084756	G08453HV	G53862OE	G08012BR	2
G22042KW	Topology	1925.72464343	2374.22544568	G73430PD	G01410KF	G22042KW	10
G22043HZ	Saccharide	2500.91955907	3089.57686201	G05049IC	G45978IP	G06377DE	14
G22046GD	Saccharide	504.1690352	658.34118597	G39365VM	G89489JX	G68750IZ	3
G22048BB	Saccharide	1624.59725799	2017.03545995	G59937CP	G68013XJ	G67480NQ	9
G22051XW	BaseComposition	3322.23604648	4107.1124504	G22051XW			19
G22053ZO	Topology	1729.62861776	2150.09811986	G27622TD	G26591JV	G22053ZO	10
G22058OT	Topology	1722.64527083	2129.09912286	G83633GK	G07380MP	G22058OT	9
G22063DR	Saccharide	1729.62861776	2150.09811986	G27622TD	G47390BA	G95245SM	10
G22067PR	Saccharide	2531.91413937	3134.58709237	G87809UY	G21299EU	G08712IY	14
G22070LE	Saccharide	951.354329515	1189.6203807	G73004SD	G31126EW	G56831HO	5
G22077YJ	Topology	1492.93568125		G91507LH	G22997XD	G22077YJ	5
G22079SE	Saccharide	2985.03722736	3727.86668107	G14238ED	G88245MJ	G04271JM	15
G22083UZ	Saccharide	2882.0466698	3568.81352324	G55216FT	G81452FP	G04248AK	16
G22098NU	Saccharide	1973.73453947	2436.25099178	G19379ID	G04604QI	G78497WT	11
G22107KA	Saccharide	2030.7560032	2507.28810558	G56610MH	G52494WI		11
G22112TI	Saccharide	586.22213341	740.39428418	G58001LT	G92411CL	G77956CJ	3
G22112UJ	Saccharide	1882.55890001	2260.9814519	G54806CZ	G22112UJ		9
G22117HL	Saccharide	2078.76589923	2569.31365168	G87051GH	G72191MQ	G63251AK	12
G22117NA	Saccharide	1640.59217262	2047.04602465	G10486CT	G38626VI	G08912OL	9
G22122FL	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G90109YC	G58482NB	12
G22123FD	Saccharide	1558.53907441	1964.99292644	G31852PQ	G45552IY	G82308RC	9
G22133ZM	Topology	2409.86746387	2984.50911674	G58271GK	G39144DK	G22133ZM	12
G22134AH	Saccharide	692.24874214	902.48349319	G33312WH	G62599EI	G18372EE	3
G22137KZ	Saccharide	3683.31179031	4580.31339479	G31822JI	G84022YT	G56023AW	18
G22137OG	Saccharide	2192.8088267	2711.38787929	G69364JQ	G95640AM		12
G22140GZ	Saccharide	1640.59217262	2047.04602465	G50045TK	G73811LP	G23934NS	9
G22146HW	Saccharide	1868.7031797	2303.18833187	G55382TU	G76945EC	G36204GN	10
G22156OE	Topology	3697.29105487	4594.29265935	G76668FN	G35444ZD	G22156OE	18
G22159OA	Saccharide	2005.72436873	2496.27212117	G60033FS	G50293LU	G38944HT	11
G22163FP	Saccharide	1843.67154523	2292.17234747	G65184UU	G31831PV	G07654FU	10
G22166AH	Topology	2207.80849236	2726.38754496	G95174IW	G95203RC	G22166AH	12
G22166FJ	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G63977XF	3
G22166IA	Saccharide	1720.59189791	2169.09270015	G62765YT	G21194PE	G64773FN	10
G22171KQ	Saccharide	748.27495691	944.49405789	G63628AV	G51934ND	G82354BQ	4
G22176ZE	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G72079HR	6
G22182VT	Topology	609.157484265	735.298334895	G26918LL	G92324WH	G22182VT	3
G22185MF	Saccharide	627.248682515	781.420833285	G40740AD	G20174EZ	G35689CT	3
G22185QM	Saccharide	1761.61844701	2210.11924926	G13144LI	G05360GS	G22323DR	10
G22188XM	Saccharide	3683.31179031	4580.31339479	G31822JI	G84022YT	G56023AW	18
G22191BN	Topology	1534.45640736	1898.86330918	G28985UO	G16439UH	G22191BN	8
G22192GQ	Topology	837.311402045	1047.54615309	G67199LR	G08600PN	G22192GQ	5
G22196LK	Topology	1802.60208542	2195.04028738	G89430VM	G40472ES	G22196LK	9
G22208HN	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G29419HY	14
G22214RN	Saccharide	1202.44359815	1496.77224962	G21726WW	G15666OL	G56748LJ	7
G22215XV	Saccharide	820.29608631	1030.53083736	G42932DS	G58879PQ	G59160NT	4
G22217QC	Saccharide	164.06847357	220.13107385	G02438LG	G71839JL	G22217QC	1
G22220FW	Saccharide	1462.54443449	1812.93568624	G25987BV	G44311KX	G06174VQ	8
G22222BH	Saccharide	877.317550045	1101.56795117	G85811SG	G11785HS	G75153EW	4
G22224NX	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G92495JT	4
G22233KL	Saccharide	668.19459807	822.36674884	G07920KW	G28912BK	G80758JE	3
G22237ZE	Saccharide	3535.23823137	4390.19288564	G90032FM	G13592BC	G66374JF	17
G22246QW	Saccharide	2477.94129751	3038.56730032	G05926FW	G96385XQ	G82036IP	13
G22251DB	Saccharide	796.28485294	1006.51960399	G07888KH	G72251BT	G21769HJ	5
G22256RY	Topology	2264.8299561	2797.42465876	G63205FU	G10534ZV	G22256RY	12
G22259VY	Topology	715.264726545	897.468177455	G81915OX	G83049TZ	G22259VY	3
G22267WV	Saccharide	1683.6343718	2104.1038739	G50558OY	G58155VH	G69655PI	9
G22270PZ	Composition	2224.8238081	2743.40286069	G05933EN	G22270PZ		13
G22270QF	Saccharide	1015.35914017	1281.65649151	G25928EE	G53549WY	G44319SG	6
G22277CS	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G33480TI	6
G22308XL	Topology	1099.42788845	1379.74088985	G54878VH	G89650RP	G22308XL	6
G22311MI	Saccharide	2675.93124602	3334.66679931	G75782KF	G20403OQ	G48527QM	13
G22312GP	BaseComposition	674.23817744	856.44162835	G22312GP			3
G22313SX	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH		11
G22316RA	Saccharide	586.22213341	740.39428418	G32550BI	G26162MM	G70323JV	3
G22322NG	Saccharide	1679.5653488	2128.06615105	G45703RF	G65917JH	G49214RV	10
G22323DR	Topology	1761.61844701	2210.11924926	G13144LI	G05360GS	G22323DR	10
G22325PI	Saccharide	820.29608631	1030.53083736	G42932DS	G58879PQ	G22933CR	4
G22327VZ	Saccharide	1097.41223838	1363.70958971	G02809YH	G59768MW	G86043DD	6
G22330AF	Saccharide	1462.54443449	1812.93568624	G25987BV	G69032VE	G08537LY	8
G22331NZ	Composition	545.195584305	699.367735075	G05394UY	G22331NZ		3
G22336TM	Saccharide	1802.60208542	2195.04028738	G22336TM			9
G22340YC	Saccharide	1640.59217262	2047.04602465	G50045TK	G73811LP	G23934NS	9
G22348XO	Topology	830.24742157	1026.46652255	G47333SK	G60423RL	G22348XO	4
G22354SF	Saccharide	3073.05327139	3843.91402524	G90100DB	G58473YB	G20161ZL	15
G22361XJ	Saccharide	1915.69267463	2378.20912694	G12295AY	G71834LX	G64204OL	10
G22374BQ	Topology	750.29060698	960.52535803	G05273UJ	G07700RW	G22374BQ	4
G22376FF	Saccharide	1056.26214503	1266.49689608		G22376FF		5
G22378WW	Topology	1357.47535188	1735.89790376	G72268MB	G09527DH	G22378WW	8
G22385OT	Saccharide	1390.52330509	1740.91455684	G52256XT	G08852WK	G46366OF	7
G22387ST	Saccharide	1115.42280308	1409.75145456	G15567JJ	G81655ZA	G26831EZ	6
G22388FD	Saccharide	2005.72436873	2496.27212117	G60033FS	G91161EQ	G91496ML	11
G22402II	Composition	1827.6766306	2262.16178277	G68318VE	G22402II		10
G22402PS	Saccharide	1875.68652662	2324.18732886	G06231AO	G49813VI	G28747EI	11
G22412KQ	Saccharide	789.301506015	985.520606995	G88713AC	G08017ND	G29031ZI	4
G22418MB	Saccharide	504.1690352	658.34118597	G39365VM	G29136NI	G93391EC	3
G22418PV	Saccharide	1185.42828241	1479.75693389	G97887RK	G61504NV	G55379EC	6
G22420ZP	Saccharide	894.33286578	1118.5832669	G93579XB	G99932KY	G23368XB	5
G22426TD	Saccharide	4411.56053245	5462.7342877	G23181HU	G81792ZL	G62798WU	22
G22427ZK	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G44246UD	14
G22428GQ	Composition	1882.64472141	2373.19247386	G80920RR	G22428GQ		11
G22430RE	Saccharide	2561.86316642	3220.59871971	G65218NY	G09943HK	G07353CJ	12
G22437MC	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH	G30036QS	11
G22447KV	Saccharide	545.195584305	699.367735075	G05394UY	G75013DQ	G45143MB	3
G22451LA	Topology	2046.75091783	2537.29867028	G43769HG	G19504QQ	G22451LA	11
G22452NY	Saccharide	748.27495691	944.49405789	G53434XO	G13934DF	G29948EB	4
G22458ML	Topology	444.1479058	570.28875643	G42518JM	G75407EJ	G22458ML	3
G22458MN	Saccharide	1989.7294541	2466.26155647	G85740DB	G25235BX	G13670BZ	11
G22458ZY	Saccharide	910.32778041	1148.5938316	G28681TP	G00066WY	G15591ES	5
G22459JR	Topology	2206.75036841	2781.39202128	G58087IP	G57566HS	G22459JR	13
G22467AT	Topology	1314.4331527	1678.84005452	G97591GH	G61307IR	G22467AT	8
G22467XI	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G33970PJ	G27757LT	12
G22471JR	Topology	828.2746822	1066.54073339	G84322TE	G97683QF	G22471JR	5
G22473CK	Topology	951.354329515	1189.6203807	G73004SD	G31126EW	G22473CK	5
G22473KM	Saccharide	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G12126HG	7
G22477EB	Saccharide	1720.59189791	2169.09270015	G62765YT	G21194PE	G59387RE	10
G22478ZB	Saccharide	1510.55433052	1874.96123234	G90665OT	G78254ZM	G10608BJ	9
G22481XF	Topology	2087.77746694	2578.32521938	G34029GR	G39438KB	G22481XF	11
G22483TF	Topology	869.301231305	1107.56728249	G15666IG	G00917AF	G22483TF	5
G22483YL	Saccharide	3073.05327139	3843.91402524	G90100DB	G58473YB	G20161ZL	15
G22487KJ	Saccharide	1845.6871953	2308.20364761	G88429QE	G05480UW	G51636DE	10
G22488UX	Topology	2500.91955907	3089.57686201	G05049IC	G45978IP	G22488UX	14
